,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_24320,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_24323,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_24339,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,s_
ASV_24345,Eukaryota,unknown,Chrysophyceae,Chromulinales,Chromulinaceae,unassigned,s_
ASV_24362,Eukaryota,unknown,unknown,Telonemida,unknown,g_,s_
ASV_24364,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_24370,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_24372,Eukaryota,Arthropoda,Arachnida,Araneae,Araneidae,unassigned,unassigned
ASV_24378,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,g_,s_
ASV_24380,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_24382,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_24401,no_hit,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Stoeckeria,Stoeckeria algicida
ASV_24402,Eukaryota,unknown,Dinophyceae,Suessiales,Suessiaceae,g_,s_
ASV_24408,Eukaryota,unknown,Dinophyceae,Coccidiniales,Chytriodiniaceae,g_,s_
ASV_24446,Eukaryota,Cercozoa,unknown,Thaumatomonadida,Thaumatomastigidae,Thaumatomonas,unassigned
ASV_24468,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_24471,Eukaryota,unknown,Dinophyceae,Suessiales,Suessiaceae,g_,s_
ASV_24472,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_24476,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_24480,Eukaryota,Haptista,Centroplasthelida,Pterocystida,Pterocystidae,g_,s_
ASV_24486,no_hit,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_24488,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,s_
ASV_24496,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,g_,s_
ASV_24499,no_hit,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_24518,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_24519,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_24526,no_hit,unknown,Dinophyceae,Suessiales,Suessiaceae,Ansanella,s_
ASV_24537,no_hit,Ciliophora,Spirotrichea,no_hit,no_hit,no_hit,no_hit
ASV_24550,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_24552,Eukaryota,unknown,Chrysophyceae,unassigned,unassigned,unassigned,s_
ASV_24554,no_hit,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,s_
ASV_24558,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_24566,no_hit,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_24573,Eukaryota,Haptista,Haptophyta,unassigned,unassigned,unassigned,s_
ASV_24587,Eukaryota,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Eleutherascus,Eleutherascus lectardii
ASV_24602,no_hit,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_24623,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_24624,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_24626,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_24637,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_24639,no_hit,unknown,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,no_hit
ASV_24643,Eukaryota,Ascomycota,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_24655,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_24667,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_24674,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_24680,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,unassigned,s_
ASV_24720,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_24726,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_24746,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_24748,no_hit,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_24753,Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,g_,s_
ASV_24755,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Choanephoraceae,unassigned,unassigned
ASV_24775,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_24796,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_24798,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,s_
ASV_24804,Eukaryota,Annelida,Polychaeta,Sabellida,Sabellariidae,unassigned,unassigned
ASV_24807,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_24811,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_24824,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_24825,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_24835,no_hit,unknown,Dinophyceae,no_hit,no_hit,no_hit,no_hit
ASV_24851,Eukaryota,Ciliophora,Colpodea,unknown,unknown,g_,s_
ASV_24853,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_24854,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_24872,no_hit,unknown,Dinophyceae,Syndiniales,no_hit,no_hit,s_
ASV_24879,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,s_
ASV_24882,Eukaryota,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbaceae,Sterigmatomyces,Sterigmatomyces halophilus
ASV_24889,Eukaryota,Cryptophyta,unknown,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_24900,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_24901,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_24908,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_24909,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_24910,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_24915,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_24919,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_24922,Eukaryota,Arthropoda,Insecta,Diptera,unassigned,unassigned,unassigned
ASV_24927,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Watersiporidae,Watersipora,Watersipora subtorquata
ASV_24945,no_hit,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_24947,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_24953,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_24955,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_24960,Eukaryota,Streptophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,g_,s_
ASV_24976,no_hit,Ciliophora,Colpodea,no_hit,no_hit,no_hit,no_hit
ASV_24981,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_24986,no_hit,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_24999,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_25001,Metazoa,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,g_,s_
ASV_25042,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,s_
ASV_25051,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_25060,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_25067,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_25081,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,g_,s_
ASV_25089,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_25103,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_25104,no_hit,unknown,Chrysophyceae,no_hit,no_hit,no_hit,no_hit
ASV_25113,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_25131,Metazoa,Annelida,Polychaeta,Phyllodocida,Syllidae,no_hit,no_hit
ASV_25134,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,no_hit,no_hit
ASV_25138,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_25139,Eukaryota,unknown,Dinophyceae,Peridiniales,Oxytoxaceae,g_,s_
ASV_25144,Eukaryota,unknown,Dinophyceae,Gymnodiniales,unassigned,g_,s_
ASV_25145,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_25158,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_25187,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_25194,no_hit,Imbricatea,unknown,Spongomonadida,Spongomonadidae,g_,s_
ASV_25195,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_25203,Metazoa,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,s_
ASV_25210,Eukaryota,unknown,Bolidophyceae,Parmales,Triparmaceae,g_,s_
ASV_25213,no_hit,unknown,Bigyra,no_hit,no_hit,g_,s_
ASV_25219,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_25227,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_25230,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_25243,Eukaryota,unknown,unknown,Telonemida,unknown,Telonema,s_
ASV_25274,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_25310,no_hit,Oomycota,no_hit,no_hit,no_hit,no_hit,s_
ASV_25334,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_25338,Metazoa,Arthropoda,Hexanauplia,Calanoida,Calanidae,no_hit,s_
ASV_25353,no_hit,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_25355,Eukaryota,unknown,Dinophyceae,Peridiniales,Heterocapsaceae,g_,s_
ASV_25360,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_25366,no_hit,unknown,Choanoflagellata,unknown,unknown,g_,s_
ASV_25374,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,s_
ASV_25390,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_25406,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_25408,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,s_
ASV_25412,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_25415,Eukaryota,Apicomplexa,Conoidasida,Eugregarinorida,Lecudinidae,Ancora,unassigned
ASV_25419,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_25434,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,unassigned,s_
ASV_25443,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_25447,Eukaryota,unknown,Pelagophyceae,Pelagomonadales,unknown,g_,s_
ASV_25459,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_25460,no_hit,unknown,Dinophyceae,no_hit,no_hit,no_hit,s_
ASV_25466,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_25491,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_25495,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,s_
ASV_25500,no_hit,unknown,Dinophyceae,no_hit,no_hit,no_hit,no_hit
ASV_25509,Eukaryota,unknown,Dinophyceae,Peridiniales,Pfiesteriaceae,unassigned,unassigned
ASV_25524,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_25529,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_25536,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_25538,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_25549,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_25552,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,unassigned,s_
ASV_25586,Eukaryota,Chlorophyta,Mamiellophyceae,unknown,unknown,g_,s_
ASV_25590,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_25591,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_25605,no_hit,unknown,Dinophyceae,Suessiales,Suessiaceae,g_,s_
ASV_25608,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_25609,no_hit,unknown,Dinophyceae,no_hit,no_hit,no_hit,no_hit
ASV_25627,no_hit,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_25661,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_25665,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_25670,Eukaryota,Arthropoda,Hexanauplia,Harpacticoida,unassigned,g_,s_
ASV_25684,Eukaryota,Ascomycota,Pezizomycetes,Pezizales,unassigned,unassigned,unassigned
ASV_25692,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_25696,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_25702,Eukaryota,Cercozoa,Thecofilosea,unknown,unknown,g_,s_
ASV_25706,Eukaryota,unknown,unknown,unknown,Paramoebidae,unassigned,unassigned
ASV_25709,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_25710,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_25723,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_25735,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium rubrum
ASV_25738,Eukaryota,unknown,Polycystinea,Nassellaria,Plagiacanthidae,g_,s_
ASV_25744,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_25747,no_hit,unknown,unknown,unknown,unknown,unknown,s_
ASV_25761,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_25764,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_25784,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_25786,Eukaryota,Chlorophyta,Trebouxiophyceae,unassigned,unassigned,g_,s_
ASV_25788,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,unassigned
ASV_25796,Eukaryota,Ascomycota,Pezizomycetes,Pezizales,unknown,g_,s_
ASV_25803,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_25834,Eukaryota,unknown,Cryptophyceae,Cyathomonadacea,Goniomonadaceae,g_,s_
ASV_25836,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_25837,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_25847,Eukaryota,unknown,Acantharea,Arthracanthida,Hexalaspididae,g_,s_
ASV_25868,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_25875,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_25900,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_25929,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_25940,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_25941,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,g_,s_
ASV_25948,no_hit,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_25949,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_25954,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_25956,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,g_,s_
ASV_25960,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_25961,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Codonellidae,Tintinnopsis,s_
ASV_25977,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_25988,no_hit,unknown,Dinophyceae,Dinophysiales,Dinophysiaceae,g_,s_
ASV_26023,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_26037,Eukaryota,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora farinacea
ASV_26041,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,g_,s_
ASV_26045,Eukaryota,Bacillariophyta,Bacillariophyceae,unassigned,unassigned,g_,s_
ASV_26046,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_26059,no_hit,Oomycota,no_hit,no_hit,no_hit,no_hit,s_
ASV_26065,Eukaryota,unknown,unknown,Rotosphaerida,Nucleariidae,g_,s_
ASV_26068,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_26093,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_26103,no_hit,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_26110,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_26119,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_26121,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_26143,no_hit,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_26154,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_26168,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_26181,Eukaryota,unknown,Chrysophyceae,Chromulinales,Chromulinaceae,Spumella,unassigned
ASV_26185,Eukaryota,unknown,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Paraphysomonas,Paraphysomonas foraminifera
ASV_26190,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_26196,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_26202,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_26207,no_hit,unknown,Dinophyceae,Gymnodiniales,Warnowiaceae,g_,s_
ASV_26213,Eukaryota,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,unassigned
ASV_26248,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_26249,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_26254,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,g_,s_
ASV_26256,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_26262,Eukaryota,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,g_,s_
ASV_26290,no_hit,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_26300,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_26307,Eukaryota,unknown,Dictyochophyceae,Florenciellales,unassigned,g_,s_
ASV_26323,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_26346,no_hit,unknown,Dinophyceae,Syndiniales,no_hit,no_hit,no_hit
ASV_26354,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,g_,s_
ASV_26362,Eukaryota,Imbricatea,unknown,unknown,Metromonadea,g_,s_
ASV_26413,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_26414,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_26426,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_26433,Eukaryota,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,g_,s_
ASV_26437,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_26444,no_hit,Haptophyta,unknown,Coccolithales,Pleurochrysidaceae,g_,s_
ASV_26454,Metazoa,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,s_
ASV_26474,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_26487,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_26492,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_26495,Eukaryota,Mollusca,Gastropoda,Pteropoda,Cavoliniidae,Hyalocylis,Hyalocylis striata
ASV_26497,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_26521,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_26534,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_26536,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_26538,no_hit,unknown,Dinophyceae,Suessiales,Suessiaceae,g_,s_
ASV_26553,Eukaryota,Apicomplexa,Conoidasida,Eucoccidiorida,unassigned,g_,s_
ASV_26575,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_26578,no_hit,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,s_
ASV_26584,Eukaryota,unknown,Choanoflagellata,Acanthoecida,Stephanoecidae,g_,s_
ASV_26591,Eukaryota,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_26596,no_hit,Cercozoa,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_26597,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_26602,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_26617,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_26618,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_26620,Eukaryota,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Fritillaria,Fritillaria messanensis
ASV_26621,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_26631,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,g_,s_
ASV_26637,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_26643,Eukaryota,Porifera,Demospongiae,Poecilosclerida,Microcionidae,g_,s_
ASV_26682,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_26689,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_26693,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,unassigned,s_
ASV_26705,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_26712,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_26728,Eukaryota,Bacillariophyta,unassigned,unassigned,unassigned,g_,s_
ASV_26735,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,s_
ASV_26738,Eukaryota,unknown,Oomycetes,Pythiales,unassigned,unassigned,unassigned
ASV_26742,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_26755,no_hit,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_26761,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_26771,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Laodiceidae,Laodicea,Laodicea undulata
ASV_26787,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_26795,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_26798,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_26806,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,g_,s_
ASV_26811,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_26812,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_26822,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_26828,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_26830,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_26837,Eukaryota,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_26861,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,g_,s_
ASV_26868,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_26873,Eukaryota,unknown,Bolidophyceae,Parmales,Triparmaceae,g_,s_
ASV_26923,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_26941,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_26943,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_26961,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_26994,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_26995,Eukaryota,unknown,Dictyochophyceae,Florenciellales,unassigned,g_,s_
ASV_26998,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_27006,Eukaryota,Annelida,Polychaeta,unknown,Protodrilidae,g_,s_
ASV_27008,Eukaryota,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_27012,no_hit,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,no_hit
ASV_27014,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_27022,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,g_,s_
ASV_27028,Eukaryota,Annelida,Polychaeta,Phyllodocida,Syllidae,Odontosyllis,s_
ASV_27036,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_27039,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_27040,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_27042,no_hit,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,g_,s_
ASV_27048,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
